acme.name	acme.sku	acme.product_weight	acme.product_length	acme.product_width	acme.product_height	acme.package_length	acme.package_width	acme.package_height	acme.package_weight	acme.ship_type	acme.package_type	acme.collection_name	acme.catalog	acme.product_type	acme.description	acme.short_description	acme.catalog_finish	acme.material_detail	acme.fl_qty	acme.ga_qty	acme.nj_qty	acme.ny_qty	acme.tx_qty	acme.la_qty	acme.sf_qty	acme.MSRP	acme.ETA_LA_warehouse	acme.group	acme.video
Tanko Office Chair	OF00100	24	25	25	39	24	11	26	28	GROUND	ISTA-3A	Tanko	2021S				Black Fabric	Composite Wood, Upholstery	0	0	0	0	0	0	0	282	NONE	GP-000954	
Tanko Office Chair	OF00101	24	25	25	39	24	11	26	28	GROUND	ISTA-3A	Tanko	2021S				Orange & Gray Fabric	Composite Wood, Upholstery	0	0	0	0	0	0	0	282	NONE	GP-000954	
Abilene Coffee Table	LV00223	258	39	39	12				276	GROUND - OVERSIZE	CARTON	Abilene	2021S	Coffee Table			Marble Top & Brush Silver Finish	Faux Marble, Stainless Steel	3	0	0	1	0	6	0	2577	NONE		
Nurmive Sofa	LV00251	148	86	43	41	92	48	43	160	LTL	CARTON	Nurmive	2021S	Sofa		Popularized the Louis XV-era, cabriole style furniture creates a regal look, with its exposed wooden frame, and tight cushioning. This formal Nurmive collection adds a sense of provincial elegance in neutral beige upholstery. The backrests are enhanced with button tufting and the wooden frame is accentuated with gold trim. The included throw pillows are in bold and light hues to offset the pieces and bring them to life.	Beige Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	1	0	0	0	24	0	5130	NONE	GP-000774	
Nurmive Loveseat	LV00252	117	66	43	41	72	47	42	130	LTL	CARTON	Nurmive	2021S	Loveseat		Popularized the Louis XV-era, cabriole style furniture creates a regal look, with its exposed wooden frame, and tight cushioning. This formal Nurmive collection adds a sense of provincial elegance in neutral beige upholstery. The backrests are enhanced with button tufting and the wooden frame is accentuated with gold trim. The included throw pillows are in bold and light hues to offset the pieces and bring them to life.	Beige Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	1	0	0	0	23	0	4068	NONE	GP-000774	
Nurmive Chair	LV00253	85	43	41	41	45	43	42	93	LTL	CARTON	Nurmive	2021S	Chair		Popularized the Louis XV-era, cabriole style furniture creates a regal look, with its exposed wooden frame, and tight cushioning. This formal Nurmive collection adds a sense of provincial elegance in neutral beige upholstery. The backrests are enhanced with button tufting and the wooden frame is accentuated with gold trim. The included throw pillows are in bold and light hues to offset the pieces and bring them to life.	Beige Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	1	0	0	0	27	0	2877	NONE	GP-000774	
Galelvith Sofa	LV00254	158	88	38	44	87	42	46	168	LTL	CARTON	Galelvith	2021S	Sofa		Beautifully designed and executed the Galelvith living room collection offers a grand experience. With dynamic crown moldings and beautifully carved wooden claw legs to add dimension. The sofa and loveseat feature a bench-style seat cushion with pocket coils for comfort while lounging. The included throw pillows are in an array of patterns that complement the set.	Gray Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	0	1	0	0	6	3	4827	NONE	GP-000759	
Galelvith Loveseat	LV00255	129	72	38	44	73	41	46	137	LTL	CARTON	Galelvith	2021S	Loveseat		Beautifully designed and executed the Galelvith living room collection offers a grand experience. With dynamic crown moldings and beautifully carved wooden claw legs to add dimension. The sofa and loveseat feature a bench-style seat cushion with pocket coils for comfort while lounging. The included throw pillows are in an array of patterns that complement the set.	Gray Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	0	1	0	0	18	2	3969	NONE	GP-000759	
Galelvith Chair	LV00256	73	41	36	44	43	42	43	79	LTL	CARTON	Galelvith	2021S	Chair		Beautifully designed and executed the Galelvith living room collection offers a grand experience. With dynamic crown moldings and beautifully carved wooden claw legs to add dimension. The sofa and loveseat feature a bench-style seat cushion with pocket coils for comfort while lounging. The included throw pillows are in an array of patterns that complement the set.	Gray Fabric	Wood(Eucalyptus/Poplar/Rubber Wood), Fabric, Foam	0	0	0	1	0	10	3	2919	NONE	GP-000759	
Jakob Kitchen Cart	AC00272	49	47	20	36	50	22	7	58	GROUND	ISTA-3A	Jakob	2021S				Black & Concrete Finish	Composite Wood, Veneer, Metal	0	3	0	3	2	69	5	507	NONE		
Buck II Bookshelf	OF00273	97	47	14	65	50	17	16	111	GROUND	ISTA-3A	Buck II	2021S				White High Gloss Finish	Composite Wood, Stainless Steel	2	0	0	10	2	47	2	873	NONE	GP-000420	
Tobias Fireplace	AC00274	114	51	18	38	0	0	0	138	GROUND	ISTA-3A	Tobias	2021S			Add some warmth and glow into any space with the Tobias fireplace. Achieve the perfect rustic farmhouse aesthetic with its rustic oak finish and sliding barn house doors. Featuring two open compartments for displaying goods and two closed storage compartments for stowing away items that you do not want to display. A great addition to virtually any room.	Rustic Oak Finish	Fireplace, Composite Wood, Veneer, Metal	9	1	0	3	1	134	1	1266	NONE		
Tobias Fireplace	AC00275	71	54	12	25	0	0	0	96	GROUND	ISTA-3A	Tobias	2021S			This Tobias fireplace showcases a rustic farmhouse style and with modern clean lines, making it a stunning addition to any room. The LED fireplace mimics the look of a real ?re but does not require a chimney or vents and plugs into a standard outlet for convenient setup. Features dynamic glowing embers, perfect for creating a warm and inviting glow into any setting.	Rustic Oak Finish	Fireplace, Composite Wood, Veneer, Metal	9	1	0	1	0	134	1	1146	NONE		
Adelle Console Table	AC00279	99	60	15	36	64	19	41	118	LTL	ISTA-3A	Adelle	2021S				Light Teal Finish		0	2	0	0	0	39	0	1782	NONE		
Bence Console Table	AC00280	56	48	12	33	52	16	21	66	GROUND	ISTA-3A	Bence	2021S				Dark Charcoal & Antique White Finish		1	0	0	0	0	43	0	966	NONE		
Carminda Console Table	AC00281	64	48	16	33	52	20	18	75	GROUND	ISTA-3A	Carminda	2021S				Antique White Finish		0	2	0	0	0	47	0	1023	NONE		
Cicero Console Table	AC00282	77	37	18	32	41	22	37	97	GROUND - OVERSIZE	ISTA-3A	Cicero	2021S				Platinum Finish		0	3	0	0	0	37	0	1326	NONE		
Cicero Console Table	AC00283	98	60	16	34	64	20	39	123	LTL	ISTA-3A	Cicero	2021S				Stone Grain, White & Gold Finish		1	1	0	0	0	0	1	1860	NONE		
Clem Console Table	AC00284	61	36	16	32	40	20	32	78	GROUND - OVERSIZE	ISTA-3A	Clem	2021S				White Finish		0	3	0	0	0	22	1	996	NONE	GP-001153	
Clem Console Table	AC00285	61	36	16	32	40	20	32	78	GROUND - OVERSIZE	ISTA-3A	Clem	2021S				Blue Finish		0	3	0	0	0	3	1	996	NONE	GP-001153	
Daray Console Table	AC00286	59	36	16	33	40	20	35	74	GROUND - OVERSIZE	ISTA-3A	Daray	2021S				Antique White Finish		0	2	0	0	0	33	0	1128	NONE		
Deianira Console Table	AC00287	52	36	14	32	40	18	37	68	GROUND - OVERSIZE	ISTA-3A	Deianira	2021S				Antique Gray Finish		0	2	0	0	0	44	0	1098	NONE		
Einstein Console Table	AC00288	65	32	16	33	36	20	35	82	GROUND - OVERSIZE	ISTA-3A	Einstein	2021S				Blue Finish		0	3	0	0	0	38	0	1008	NONE		
Ellette Console Table	AC00289	90	40	17	34	44	21	39	110	LTL	ISTA-3A	Ellette	2021S				Gold Finish		0	3	0	0	0	0	0	1389	NONE		
Zunyas Accent Chair	AC00290	73	43	43	26	44	42	26	77	LTL	CARTON	Zunyas	2021S				Beige Velvet		1	0	0	1	1	42	0	1482	NONE	GP-000983	
Zunyas Accent Chair	AC00291	73	43	43	26	44	42	26	77	LTL	CARTON	Zunyas	2021S				Pink Velvet	Wood, Composite Wood, Upholstery	1	0	0	2	0	13	0	1482	NONE	GP-000983	
Zunyas Accent Chair	AC00292	73	43	43	26	44	42	26	77	LTL	CARTON	Zunyas	2021S				Gray Velvet		0	0	0	0	2	47	0	1482	NONE	GP-000983	
Virrux Sofa	LV00293	154	96	36	28	97	37	30	176	LTL	CARTON	Virrux	2021S				Blue Velvet & Gold Finish	Wood, Upholstery, Composite Wood, Metal	2	0	1	0	0	0	0	3102	NONE	GP-000804	
Virrux Loveseat	LV00294	134	80	36	28	81	37	30	154	LTL	CARTON	Virrux	2021S				Blue Velvet & Gold Finish	Wood, Upholstery, Composite Wood, Metal	2	0	1	0	0	6	0	2610	NONE	GP-000804	
Virrux Chair	LV00295	101	48	36	28	49	37	30	115	LTL	CARTON	Virrux	2021S				Blue Velvet & Gold Finish	Wood, Upholstery, Composite Wood, Metal	0	0	1	0	0	0	0	1803	NONE	GP-000804	
Pyroden Sofa	LV00296	139	91	35	32	92	36	30	143	LTL	CARTON	Pyroden	2021S			A classic chesterfield design with a modern twist, the Pyroden collection can work in both modern and traditional decor. Both glamourous and cozy with their overstuffed cushions and button-tufted backrest and arm. The outer body is accentuated with diamond stitching to give them more pizzazz. The metal trim is a contemporary feature that makes the black velvet stand out.	Black Velvet & Chrome Finish	Wood, Upholstery, Composite Wood, Metal	0	0	0	0	0	24	0	3402	NONE	GP-000807	
Pyroden Loveseat	LV00297	115	71	35	32	72	36	30	119	LTL	CARTON	Pyroden	2021S			A classic chesterfield design with a modern twist, the Pyroden collection can work in both modern and traditional decor. Both glamourous and cozy with their overstuffed cushions and button-tufted backrest and arm. The outer body is accentuated with diamond stitching to give them more pizzazz. The metal trim is a contemporary feature that makes the black velvet stand out.	Black Velvet & Chrome Finish	Wood, Upholstery, Composite Wood, Metal	0	0	0	0	0	9	0	2820	NONE	GP-000807	
Pyroden Chair	LV00298	77	44	35	32	48	36	30	82	LTL	CARTON	Pyroden	2021S			A classic chesterfield design with a modern twist, the Pyroden collection can work in both modern and traditional decor. Both glamourous and cozy with their overstuffed cushions and button-tufted backrest and arm. The outer body is accentuated with diamond stitching to give them more pizzazz. The metal trim is a contemporary feature that makes the black velvet stand out.	Black Velvet & Chrome Finish	Wood, Upholstery, Composite Wood, Metal	1	0	0	0	0	23	0	2130	NONE	GP-000807	
Elozzol Sofa	LV00299	168	90	41	54	100	41	54	176	LTL	CARTON	Elozzol	2021S	Sofa	Box Spring Not Required, Storage Headboard & Base, 3/4 Extension Drawer, Metal Side Drawer Glide, Metal Chrome Legs(Casegoods)	An assortment of materials and patterned hues highlight this elegant, traditional Elozzol collection. Plush and luxurious with rich upholstery, it offers an exquisitely comfortable space to lounge and relax after a long day. This set flaunts a rich, ornate frame in a champagne finish featuring intricate, detail-carved wooden trim and claw feet for a tasteful and timeless look. With its stylish, patterned pillows and thick, plush cushions, this magnificent sofa set gives any living room an opulent and inviting atmosphere. Turn your living room or family room into the relaxed centerpiece of your home with the Elozzol collection.	Fabric & Antique Bronze Finish	Wood, Composite Wood, Resin, Upholstery	0	0	0	0	0	12	0	6714	NONE	GP-000751	
Elozzol Sofa	LV00300	146	75	41	54	84	41	53	152	LTL	CARTON	Elozzol	2021S	Sofa	Box Spring Not Required, Storage Headboard & Base, 3/4 Extension Drawer, Metal Side Drawer Glide, Metal Chrome Legs(Casegoods)	An assortment of materials and patterned hues highlight this elegant, traditional Elozzol collection. Plush and luxurious with rich upholstery, it offers an exquisitely comfortable space to lounge and relax after a long day. This set flaunts a rich, ornate frame in a champagne finish featuring intricate, detail-carved wooden trim and claw feet for a tasteful and timeless look. With its stylish, patterned pillows and thick, plush cushions, this magnificent sofa set gives any living room an opulent and inviting atmosphere. Turn your living room or family room into the relaxed centerpiece of your home with the Elozzol collection.	Fabric & Antique Bronze Finish	Wood, Composite Wood, Resin, Upholstery	0	0	0	0	0	13	0	5733	NONE	GP-000751	
Elozzol Sofa	LV00301	104	47	41	54	59	43	50	115	LTL	CARTON	Elozzol	2021S	Sofa	Assembled, Top Grain Leather, Combination Lock, Metal Legs, Drawer: Metal Side Drawer Glide, 3/4 Extension Drawer, USB Plug Charge	An assortment of materials and patterned hues highlight this elegant, traditional Elozzol collection. Plush and luxurious with rich upholstery, it offers an exquisitely comfortable space to lounge and relax after a long day. This set flaunts a rich, ornate frame in a champagne finish featuring intricate, detail-carved wooden trim and claw feet for a tasteful and timeless look. With its stylish, patterned pillows and thick, plush cushions, this magnificent sofa set gives any living room an opulent and inviting atmosphere. Turn your living room or family room into the relaxed centerpiece of your home with the Elozzol collection.	Fabric & Antique Bronze Finish	Wood, Composite Wood, Resin, Upholstery	0	0	0	0	0	16	0	4080	NONE	GP-000751	
Elozzol Accent Table	LV00302	106	54	32	20	58	36	8	117	GROUND - OVERSIZE	CARTON	Elozzol	2021S	Accent Table	Assembled, Top Grain Leather, Combination Lock, Metal Legs, Drawer: Metal Side Drawer Glide, 3/4 Extension Drawer, USB Plug Charge	Box Spring Required, Panel Bed: Rectangular HB/FB (Low profile FB), Padded HB/FB: Blue Velvet with Crystal like Button Tufted, Mirrored Inlay with Raised Geometric Trim, Sunburst Motifs and Mirrored Tapered Leg, Casegood: Mirrored Top, Front Drawers & Trim, Casegood Drawer: Glide Side Metal, Dovetail English Front & Back, Felt, Lined Top Drawer, Mirror Beveled	Marble Top & Antique Bronze Finish	Resin, Marble	0	0	0	0	0	14	0	1446	NONE	GP-000751	
Elozzol Accent Table	LV00303	66	28	28	24	31	31	13	77	GROUND	CARTON	Elozzol	2021S	Accent Table	Box Spring NOT Required, Padded HB, Metal Legs	Box Spring Required, Panel Bed: Rectangular HB/FB (Low profile FB), Padded HB/FB: Blue Velvet with Crystal like Button Tufted, Mirrored Inlay with Raised Geometric Trim, Sunburst Motifs and Mirrored Tapered Leg, Casegood: Mirrored Top, Front Drawers & Trim, Casegood Drawer: Glide Side Metal, Dovetail English Front & Back, Felt, Lined Top Drawer, Mirror Beveled	Marble Top & Antique Bronze Finish	Resin, Marble	0	0	0	0	0	9	0	981	NONE	GP-000751	
Elozzol Accent Table	LV00304	77	60	20	30	62	24	10	88	GROUND - OVERSIZE	CARTON	Elozzol	2021S	Accent Table	Box Spring NOT Required, Padded HB, Metal Legs	C, Shaped Metal Frame w/Brass Finish, Oval Table Top, Dual Support Legs	Marble Top & Antique Bronze Finish	Resin, Marble	0	0	0	0	0	9	0	1116	NONE	GP-000751	
Enapay Kitchen Island	AC00305	150	50	28	36	53	31	13	161	LTL	ISTA-3A	Enapay	2021S				Marble Top Top & Gray Finish		0	0	0	3	0	26	0	1158	NONE		
Darwid Kitchen Island	AC00306	220	50	28	36	53	31	20	234	LTL	ISTA-3A	Darwid	2021S				Marble Top Top & Espresso Finish		0	0	0	3	0	36	0	1842	NONE		
Feivel Counter Height Table	DN00307	245	50	28	36	53	31	19	258	LTL	ISTA-3A	Feivel	2021S				Marble Top & Rustic Oak Finish		0	0	0	3	0	39	0	1728	NONE		
Gauri Server	AC00308	192	48	25	36	52	28	13	203	LTL	ISTA-3A	Gauri	2021S				Marble Top Top & Gray Oak Finish		0	0	0	2	0	38	0	1554	NONE		
Noralie Grandfather Clock 	AC00309	75	18	8	63	22	13	68	90	GROUND - OVERSIZE	ISTA-6A	Noralie	2021S	Grandfather Clock			Mirrored & Faux Diamonds	MDF, Mirror, Acrylic Diamond, Glass	0	0	0	0	0	90	0	1149	NONE		23MCPk48VuI
Noralie TV Stand	LV00310	160	59	16	35	63	20	40	192	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	0	0	0	0	0	0	2739	NONE		04S75pPUrmU
Noralie TV Stand	LV00311	174	59	16	35	63	20	40	198	LTL	ISTA-3A	Noralie	2021S	TV Stand		Exuding glamour the Noralie TV stand with a fireplace will light up the room. With a glimmering mirrored and faux diamonds finish reflecting light across the room to make it appear brighter and bigger. The touch panel LED fireplace offers adjustable temperature controls and it will provide a soft glow and set a calm atmosphere.	Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	3	1	0	0	63	3	2682	NONE		JJSH1iKvzno
Noralie TV Stand	LV00312	110	59	16	28	64	20	32	128	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	1	0	4	1	39	0	2280	NONE		PYG6j6z8I3w
Noralie TV Stand	LV00313	132	59	16	26	63	20	30	154	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	1	2	0	4	0	66	0	2247	NONE		Tr176b3OvoE
Noralie TV Stand	LV00315	143	59	16	28	63	20	32	165	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	1	3	0	0	0	40	1	2580	NONE		L8dQbtsLWPE
Noralie TV Stand	LV00316	209	59	16	35	63	20	40	234	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	3	0	1	1	12	2	2991	NONE		BI_w3_MMdgU
Noralie TV Stand	LV00317	163	59	16	28	63	20	32	183	LTL	ISTA-3A	Noralie	2021S	TV Stand			Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	3	0	2	0	68	0	2535	NONE		L85-tQnmFzA
Noralie TV Stand	LV00318	130	59	16	32	63	20	37	156	LTL	ISTA-3A	Noralie	2021S	TV Stand		Brighten up your living space with the Noralie TV stand with a fireplace. In an alluring mirrored and faux diamond finish to showcase your glamourous side. The media shelf has cable management cutouts to keep cables out of sight to preserve the beautiful look of the piece. The touch panel LED fireplace features adjustable temperature control and a timer function.	Mirrored & Faux Diamonds	Fireplace: Plastic+Glass, MDF, Mirror, Acrylic Diamond	0	3	0	2	2	66	0	2532	NONE		w7Dh6scZSwY
