Code	Name	Description 2	Price	MAP price	Default set qts	Width	Depth	Height	Weight	Volume	Manufacturer	Category Type	Stock Status	New Arrivals	Parent Category	Category	Refine Categories	Image 1	Image 2	Image 3	Image 4	Image 5	Image 6	Image 7	Image 8	Image 9	Image 10	Image 11	Image 12	Image 13	Image 14	Qty	No of Boxes	(Box 1) Markings	(Box 1) Depth	(Box 1) Width	(Box 1) Height	(Box 1) Weight	(Box 2) Markings	(Box 2) Depth	(Box 2) Width	(Box 2) Height	(Box 2) Weight	(Box 3) Markings	(Box 3) Depth	(Box 3) Width	(Box 3) Height	(Box 3) Weight	(Box 4) Markings	(Box 4) Depth	(Box 4) Width	(Box 4) Height	(Box 4) Weight	(Box 5) Markings	(Box 5) Depth	(Box 5) Width	(Box 5) Height	(Box 5) Weight	(Box 6) Markings	(Box 6) Depth	(Box 6) Width	(Box 6) Height	(Box 6) Weight	(Box 7) Markings	(Box 7) Depth	(Box 7) Width	(Box 7) Height	(Box 7) Weight	(Box 8) Markings	(Box 8) Depth	(Box 8) Width	(Box 8) Height	(Box 8) Weight	(Box 9) Markings	(Box 9) Depth	(Box 9) Width	(Box 9) Height	(Box 9) Weight	(Box 10) Markings	(Box 10) Depth	(Box 10) Width	(Box 10) Height	(Box 10) Weight	(Box 11) Markings	(Box 11) Depth	(Box 11) Width	(Box 11) Height	(Box 11) Weight	(Box 12) Markings	(Box 12) Depth	(Box 12) Width	(Box 12) Height	(Box 12) Weight	(Box 13) Markings	(Box 13) Depth	(Box 13) Width	(Box 13) Height	(Box 13) Weight	(Box 14) Markings	(Box 14) Depth	(Box 14) Width	(Box 14) Height	(Box 14) Weight	(Box 15) Markings	(Box 15) Depth	(Box 15) Width	(Box 15) Height	(Box 15) Weight	sku	Parent  Sku	Color	Material	Finish
	Aida White-Silver Night Stand SET	Classic style elegant night table in white-silver tone.	114	199.5							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Classic,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Aida-White-Silver-Night-Stand.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Aida-White-Silver-Night-Stand_side_1.jpg																																																																																										p11032		White, Grey/Silver	Wood veneer, MDF	High Gloss Lacquer
AIDANSWHITE	Aida N/S White /Silver		114	199.5	1	22	15	21	41																							1	1		18	25	24	51																																																																							i26126	p11032			
	Evolution Side Chair SET	Modern Fabric Dining Room Chair with Premium Fabric from the Status Italy Collection	180	315							Status Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Dining Chairs,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Evolution-Side-Chair.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Evolution-Side-Chair_side_1.jpg																																																																																										p8985		Brown/Wenge/Walnut	Fabric, Wood-based panel	Mat
EVOLUTIONCHAIR	Evolution Chair	Evolution Chair (Microfiber) (2 in a box)	180	315	1	19	22	40	20																							1	1	1	22	21	44	40																																																																							i18607	p8985			
	Prstige 3 Door China SET	Prestige 3 Door China is an elegant and useful addition to dining room.	1400	2450							Status Italy	DINING	stock	FALSE	Brands	Status Modern Collections, Italy	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Prestige-3-Door-China.gif																																																																																											p10521		Brown/Wenge/Walnut, Grey/Silver	Wood-based panel, Glass, Stainless Steel	High Gloss Lacquer
PRESTIGE3DCHINA	Prestige 3 Door China		1400	2450	1	65	20	79	440																							1	13	Vitrine Doors	3	41	33	41	Lateral Doors for Buffet	3	31	25	28	Right central door for buffet	2	31	20	13	Glass shelves for vitrina	2	63	13	42	Top + Bottom Vitrina	4	66	21	74	Divisions for Buffet	3	31	20	21	Sides for Buffet	3	31	20	21	Sides for Vitrina	3	41	16	23	Hardware for Buffet	5	19	10	5	Glass shelves for Buffet	2	24	16	24	Back panel for buffet	1	30	23	9	Vitrina Back Panel	2	65	54	74	Top + Hardware Vitrina	7	67	17	70											i24114	p10521			
	Aida White Silver Dresser SET	Classic style Aida Dresser will look beautiful in any white design.	615	1076.25							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedgroups,Classic,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Aida-White-Silver-Dresser.jpg																																																																																											p11033		White, Grey/Silver	Wood veneer, MDF	High Gloss Lacquer
AIDASDRESSERWHITESIL	Aida Single Dresser White/Silv		265	463.75	1	49	17	31	107																							1	1		20	52	34	117																																																																							i26147	p11033			
AIDADDRESSERWHITESIL	Aida Double Dresser White/Silv		350	612.5	1	67	17	31	146																							1	1		20	70	34	156																																																																							i26146	p11033			
	Prestige 3 Door Buffet SET	Contemporary Prestige 3 Door Buffet is an elegant and useful addition to dining room.	700	1225							Status Italy	DINING	stock	FALSE	Brands	Status Modern Collections, Italy	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Prestige-3-Door-Buffet.gif																																																																																											p10522		Brown/Wenge/Walnut, Grey/Silver	Wood-based panel, Stainless Steel	High Gloss Lacquer
PRESTIGE3DBUFFET	Prestige 3 Door Buffet		700	1225	1	65	20	34	184																							1	8	Lateral Doors	3	31	25	28	Central Door	2	31	20	13	Top + Bottom	4	66	21	75	Divisions	3	31	20	21	Side panels	3	31	20	21	Hardware	5	19	10	5	Glass shelves	2	24	16	24	Back panel	1	30	23	10																																				i24115	p10522			
	Storm Night stand SET	Contemporary dynamic design will add new look to any bedroom.	141	246.75							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Storm-Night-stand.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Storm-Night-stand_side_1.jpg																																																																																										p11034		Brown/Wenge/Walnut	Wood veneer, MDF	Mat
STORMNS	Storm Night Stand		141	246.75	1	23	17	18	52																							1	1		20	26	21	62																																																																							i26130	p11034			
	Leonardo 4 Door China SET	Classic Leonardo 4 Door China Ivory is an elegant and useful addition to any ivory dining room.	1473	2577.75							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Formal Dining Room,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Leonardo-4-Door-China.gif																																																																																											p10523		Brown/Wenge/Walnut, Yellow/Gold	Wood-based panel, Glass	High Gloss Lacquer
LEONARDOCHINA	Leonardo 4 Door China		1473	2577.75	1	69	18	88	336																							1	7	Box 1	7	45	19	60	Box 2	3	7	6	18	Box 3	36	70	21	100	Box 4	44	20	16	70	Box 5	12	20	71	60	Box 6	47	1	19	15	Box 7	47	1	19	15																																									i24116	p10523			
	Storm Chest/Dresser SET	Contemporary dynamic design will add new look to any bedroom.	596	1043							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Storm-ChestDresser.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Storm-ChestDresser_side_1.jpg																																																																																										p11035		Brown/Wenge/Walnut	Wood veneer, MDF	Mat
STORMDRESSER	Storm Single Dresser		315	551.25	1	54	20	31	120																							1	1		23	57	33	130																																																																							i26131	p11035			
STORMCHEST	Storm Chest		281	491.75	1	23	17	44	110																							1	1		20	25	47	120																																																																							i26132	p11035			
	Lisa Chair SET	Modern Fabric Dining Room Chair with Premium Fabric from the Status Italy Collection	120	210							Status Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Dining Chairs,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Lisa-Chair.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Lisa-Chair_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Lisa-Chair_side_2.jpg																																																																																									p8988		White, Brown/Wenge/Walnut	Fabric, Wood-based panel	Mat
LISACHAIR	Lisa Chair	Lisa Chair	120	210	1	19	22	40	18																							1	1	1	22	21	44	40																																																																							i18609	p8988			
	Platinum 2 Door China SET	Modern 2-Door Curio is an elegant and useful addition to any dining room.	942	1648.5							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Platinum-2-Door-China.gif																																																																																											p10524		Brown/Wenge/Walnut	Wood veneer, Wood-based panel	High Gloss Lacquer
PLATINUM2DOORCHINA	Platinum 2 Door China		942	1648.5	1	44	19	75	285																							1	6	Box 1	24	17	3	0	Box 2	47	21	6	0	Box 3	9	6	3	0	Box 4	72	27	3	0	Box 5	74	21	3	0	Box 6	74	44	1	0																																														i24117	p10524			
	Regina Night stand SET	Elegant simple night table will fit perfectly in any bedroom modern or classic style.	170	297.5							Dupen  Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Regina-Night-stand.jpg																																																																																											p11036		Brown/Wenge/Walnut	Wood veneer, MDF	Mat
REGINANS	Regina Night Stand		170	297.5	1	23.5	16	20	58																							1	1		19	26	23	68																																																																							i26133	p11036			
	Leonardo Buffet SET	Classic Leonardo 4 door Buffet Ivory is an elegant and useful addition to any beige dining room.	710	1242.5							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Formal Dining Room,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Leonardo-Buffet.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Leonardo-Buffet_side_1.jpg																																																																																										p10525		Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, Wood-based panel	High Gloss Lacquer
LEONARDOBUFFET	Leonardo Buffet		710	1242.5	1	68.25	18	33.5	137																							1	1	Box 1	20	70	36	147																																																																							i24118	p10525			
	Regina Dresser SET	The Contemporary Dresser in Wenge by Dupen offers another fine, European, and modern style.	350	612.5							MCS  Italy	BEDROOMS	stock	FALSE	Wallunits	Hallway Console tables and Mirrors	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Regina-Dresser.jpg																																																																																											p11037		Brown/Wenge/Walnut	Wood veneer, MDF	Mat
REGINADRESSER	Regina Dresser		350	612.5	1	44	20	31	141																							1	1	Dresser	20	44	31	141																																																																							i26134	p11037			
	Bloom Sectional w/Bed and Storage SET	Contemporary Sectional with Bed and Storage. Fabric: Pik 14  Original in design, very soft and very functional piece of furniture dedicated primarily to people looking for a piece of furniture. Corner Blom is equipped with a box for bedding and a mechanism that thanks to a cozy "quilt" lining the seat and back provides a large, even sleeping surface after unfolding. It is therefore a piece of furniture that provides a very high comfort of night rest, which can also be used to sleep everyday.  On the outer side of the side of the furniture you will find a discretely located pocket for newspapers.	1300	2275							Galla Poland	LIVING	stock	FALSE	Living Room Furniture	Sectionals	Sectionals,Sofa beds,Modern,Fabric	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Galla-2018-catalog_Bloom-Sectional-wBed_side_1.gif																																																																																					p10014		Blue	Fabric	N/A
BLOOMRIGHT	Bloom Sectional w/Bed and Storage	2,5F L/P–1D(1)S L/P Fabric PIK14 	1300	2275	1	99	66	42																								1	2	Chase	37	76	44	0	Sofa	35	66	44	0																																																																		i23003	p10014			
	Aida Black-Gold Night Stand SET	Aida black-gold night table will add to any bedroom taste of rich and luxury.	114	199.5							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Classic,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Aida-Black-Gold-Night-Stand.gif																																																																																											p11038		Black, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer
AIDAN/SBLACK/GOLD	Aida Nightstand Bl/Gold		114	199.5	1	22	15	21	41																							1	1		18	25	24	51																																																																							i26135	p11038			
	Platinum Dresser/Chest SET	Finish : High gloss lacquered finish	1204	2107							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Platinum-DresserChest.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Platinum-DresserChest_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Platinum-DresserChest_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Platinum-DresserChest_side_3.jpg																																																																																								p11040		Brown/Wenge/Walnut	Wood veneer, MDF	High Gloss Lacquer
PLATINUMDRESSER	Platinum Double Dresser		488	854	1	68	20	30	182																							1	1		23	71	33	192																																																																							i26139	p11040			
PLATINUMSDRESSER	Platinum Single Dresser		358	626.5	1	53	20	30	138																							1	1		23	56	33	148																																																																							i26140	p11040			
PLATINUMCHEST	Platinum Chest		358	626.5	1	30	17	45	119																							1	1		20	33	48	129																																																																							i26141	p11040			
	Palma Night Stand SET	Natural Walnut and High Gloss Dark Grey colors combination will give fresh Update your bedroom.	294	514.5							Fenicia  Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Palma-Night-Stand.gif																																																																																											p11041		Brown/Wenge/Walnut, Grey/Silver	Wood veneer, Wood-based panel	Mat
